ID	GeneSymbol	Description	log2FC	AdjPValue
ENSMUSG00000028794.13	A3galt2	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase) [Source:MGI Symbol;Acc:MGI:2685279]	-0.169675148	0.903587024
ENSMUSG00000065315.1	Gm26064	predicted gene, 26064 [Source:MGI Symbol;Acc:MGI:5455841]	0.245759996	0.903587024
ENSMUSG00000102577.1	Gm37969	predicted gene, 37969 [Source:MGI Symbol;Acc:MGI:5611197]	-0.119395338	0.903763491
ENSMUSG00000056091.12	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:MGI Symbol;Acc:MGI:1339963]	-0.046454675	0.904131837
ENSMUSG00000100747.4	1700084E18Rik	RIKEN cDNA 1700084E18 gene [Source:MGI Symbol;Acc:MGI:1914600]	0.135074936	0.904131837
ENSMUSG00000001847.14	Rac1	RAS-related C3 botulinum substrate 1 [Source:MGI Symbol;Acc:MGI:97845]	-0.024826959	0.904212346
ENSMUSG00000025377.14	Tepsin	TEPSIN, adaptor related protein complex 4 accessory protein [Source:MGI Symbol;Acc:MGI:1926027]	0.042464277	0.904212346
ENSMUSG00000113078.1	CT030185.1		-0.193896011	0.904212346
ENSMUSG00000041449.16	Serpina3h	serine (or cysteine) peptidase inhibitor, clade A, member 3H [Source:MGI Symbol;Acc:MGI:2182839]	0.294743834	0.904281835
ENSMUSG00000068184.6	Ndufaf2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2 [Source:MGI Symbol;Acc:MGI:1922847]	-0.051554132	0.904281835
ENSMUSG00000077797.1	Snord19	small nucleolar RNA, C/D box 19 [Source:MGI Symbol;Acc:MGI:3819524]	0.205308667	0.904281835
ENSMUSG00000078154.3	Gm12184	predicted gene 12184 [Source:MGI Symbol;Acc:MGI:3652174]	-0.053919806	0.904294504
ENSMUSG00000089979.1	Gm15954	predicted gene 15954 [Source:MGI Symbol;Acc:MGI:3833685]	0.259342995	0.904295067
ENSMUSG00000032375.15	Aph1b	aph1 homolog B, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:3522097]	-0.052707954	0.904551156
ENSMUSG00000041440.18	Gk5	glycerol kinase 5 (putative) [Source:MGI Symbol;Acc:MGI:2443336]	-0.058849869	0.904551156
ENSMUSG00000063875.5	Rps6-ps1	ribosomal protein S6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3809093]	-0.232083393	0.904551156
ENSMUSG00000008438.3	Adam21	a disintegrin and metallopeptidase domain 21 [Source:MGI Symbol;Acc:MGI:1861229]	0.15885545	0.904731316
ENSMUSG00000026083.12	Eif5b	eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]	-0.03625815	0.904731316
ENSMUSG00000028796.17	Phc2	polyhomeotic-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1860454]	-0.034402989	0.904731316
ENSMUSG00000045275.15	Lca5l	Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157]	-0.116553329	0.904731316
ENSMUSG00000088208.1	Gm23751	predicted gene, 23751 [Source:MGI Symbol;Acc:MGI:5453528]	-0.17987658	0.904731316
ENSMUSG00000095526.2	Gm10243	predicted gene 10243 [Source:MGI Symbol;Acc:MGI:3704266]	-0.087625884	0.904731316
ENSMUSG00000097601.1	Gm26660	predicted gene, 26660 [Source:MGI Symbol;Acc:MGI:5477154]	-0.135255008	0.904731316
ENSMUSG00000098068.1	Gm7909	predicted gene 7909 [Source:MGI Symbol;Acc:MGI:3645643]	-0.16382624	0.904731316
ENSMUSG00000060176.3	Kif27	kinesin family member 27 [Source:MGI Symbol;Acc:MGI:1922300]	-0.201841106	0.90492081
ENSMUSG00000033454.6	Zbtb1	zinc finger and BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:2442326]	-0.034951747	0.905048686
ENSMUSG00000031442.20	Mcf2l	mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263]	-0.057435047	0.905150623
ENSMUSG00000104253.1	Gm37174	predicted gene, 37174 [Source:MGI Symbol;Acc:MGI:5610402]	-0.103890291	0.905475059
ENSMUSG00000026049.11	Tex30	testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]	-0.080072908	0.905579319
ENSMUSG00000042156.15	Dzip1	DAZ interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914311]	0.071334738	0.905579319
ENSMUSG00000091619.1	Gm3625	predicted gene 3625 [Source:MGI Symbol;Acc:MGI:3781801]	0.236904803	0.905579319
ENSMUSG00000113170.1	AC132344.1		-0.166386984	0.905579319
ENSMUSG00000039154.6	Shd	src homology 2 domain-containing transforming protein D [Source:MGI Symbol;Acc:MGI:1099461]	-0.189948239	0.905631685
ENSMUSG00000044916.10	1700029I15Rik	RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]	0.11784734	0.905631685
ENSMUSG00000107591.1	Gm6794	predicted gene 6794 [Source:MGI Symbol;Acc:MGI:3646483]	-0.10862345	0.905631685
ENSMUSG00000034263.13	Ints14	integrator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1917132]	-0.037349452	0.905752561
ENSMUSG00000097654.1	Gm26714	predicted gene, 26714 [Source:MGI Symbol;Acc:MGI:5477208]	-0.186658025	0.906091618
ENSMUSG00000022610.9	Mapk12	mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]	0.043465566	0.906151744
ENSMUSG00000095868.1	Gm23136	predicted gene, 23136 [Source:MGI Symbol;Acc:MGI:5452913]	-0.230769379	0.906151744
ENSMUSG00000027329.9	Spef1	sperm flagellar 1 [Source:MGI Symbol;Acc:MGI:3513546]	-0.070912102	0.906170713
ENSMUSG00000038517.15	Tbkbp1	TBK1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1920424]	0.054316512	0.906170713
ENSMUSG00000109358.1	Gm44716	predicted gene 44716 [Source:MGI Symbol;Acc:MGI:5753292]	-0.088730874	0.906170713
ENSMUSG00000109428.1	Gm45698	predicted gene 45698 [Source:MGI Symbol;Acc:MGI:5804813]	-0.124230311	0.906170713
ENSMUSG00000003992.14	Ssbp2	single-stranded DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914220]	0.03312353	0.90618765
ENSMUSG00000021639.16	Gtf2h2	general transcription factor II H, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1345669]	0.049066838	0.90618765
ENSMUSG00000039546.9	Ajap1	adherens junction associated protein 1 [Source:MGI Symbol;Acc:MGI:2685419]	-0.236040019	0.90618765
ENSMUSG00000104576.1	F830115B05Rik	RIKEN cDNA F830115B05 gene [Source:MGI Symbol;Acc:MGI:3642056]	0.13409306	0.906295509
ENSMUSG00000025742.5	Prps2	phosphoribosyl pyrophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:97776]	0.037104703	0.906415339
ENSMUSG00000042284.9	Itga1	integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599]	-0.035754153	0.906415339
ENSMUSG00000045048.7	Gm9795	predicted pseudogene 9795 [Source:MGI Symbol;Acc:MGI:3704361]	0.153456491	0.906415339
ENSMUSG00000045903.8	Npas4	neuronal PAS domain protein 4 [Source:MGI Symbol;Acc:MGI:2664186]	0.256546905	0.906415339
ENSMUSG00000049097.9	Ankrd34a	ankyrin repeat domain 34A [Source:MGI Symbol;Acc:MGI:3617846]	0.102162525	0.906415339
ENSMUSG00000077309.1	n-R5s8	nuclear encoded rRNA 5S 8 [Source:MGI Symbol;Acc:MGI:4421742]	-0.250751655	0.906415339
ENSMUSG00000021958.4	Pinx1	PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919650]	-0.058872058	0.906503236
ENSMUSG00000102331.1	Gm19938	predicted gene, 19938 [Source:MGI Symbol;Acc:MGI:5012123]	0.190706026	0.906526254
ENSMUSG00000113223.1	AC160931.2		0.195711791	0.906532546
ENSMUSG00000032060.10	Cryab	crystallin, alpha B [Source:MGI Symbol;Acc:MGI:88516]	-0.048784534	0.906562889
ENSMUSG00000040820.15	Hlcs	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) [Source:MGI Symbol;Acc:MGI:894646]	-0.044336539	0.906562889
ENSMUSG00000020889.11	Nr1d1	nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]	0.044058129	0.906668705
ENSMUSG00000078453.3	Abracl	ABRA C-terminal like [Source:MGI Symbol;Acc:MGI:1920362]	0.041921913	0.906668705
ENSMUSG00000022543.8	4930451G09Rik	RIKEN cDNA 4930451G09 gene [Source:MGI Symbol;Acc:MGI:1921934]	0.113825318	0.90676374
ENSMUSG00000044734.16	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a [Source:MGI Symbol;Acc:MGI:1913472]	0.089730061	0.90676374
ENSMUSG00000085655.5	Gm15952	predicted gene 15952 [Source:MGI Symbol;Acc:MGI:3802149]	-0.156858012	0.90676374
ENSMUSG00000103642.1	Gm37769	predicted gene, 37769 [Source:MGI Symbol;Acc:MGI:5610997]	0.098323576	0.90676374
ENSMUSG00000025144.17	Cenpx	centromere protein X [Source:MGI Symbol;Acc:MGI:894324]	-0.048159746	0.907020521
ENSMUSG00000028409.11	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1915546]	0.031072419	0.907020521
ENSMUSG00000044712.15	Slc38a6	solute carrier family 38, member 6 [Source:MGI Symbol;Acc:MGI:3648156]	0.047198647	0.907020521
ENSMUSG00000005540.10	Fcer2a	Fc receptor, IgE, low affinity II, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95497]	0.220741494	0.907029481
ENSMUSG00000022615.7	Tymp	thymidine phosphorylase [Source:MGI Symbol;Acc:MGI:1920212]	0.18938733	0.907111039
ENSMUSG00000104943.1	Gm42868	predicted gene 42868 [Source:MGI Symbol;Acc:MGI:5663005]	0.273160162	0.907117857
ENSMUSG00000004462.6	Tbccd1	TBCC domain containing 1 [Source:MGI Symbol;Acc:MGI:1917823]	0.043155665	0.907156509
ENSMUSG00000070547.4	Mrgprb1	MAS-related GPR, member B1 [Source:MGI Symbol;Acc:MGI:3033115]	0.241324793	0.907165129
ENSMUSG00000104103.1	Gm9517	predicted gene 9517 [Source:MGI Symbol;Acc:MGI:3779430]	0.108198329	0.90720385
ENSMUSG00000110647.2	Gm17745	predicted gene, 17745 [Source:MGI Symbol;Acc:MGI:5009823]	0.162539265	0.907248094
ENSMUSG00000031145.15	Prickle3	prickle planar cell polarity protein 3 [Source:MGI Symbol;Acc:MGI:1859635]	0.037036554	0.907685099
ENSMUSG00000107455.1	Gm43868	predicted gene, 43868 [Source:MGI Symbol;Acc:MGI:5690260]	-0.176282083	0.907832372
ENSMUSG00000104168.1	Gm38250	predicted gene, 38250 [Source:MGI Symbol;Acc:MGI:5611478]	0.102651242	0.907902627
ENSMUSG00000059994.10	Fcrl1	Fc receptor-like 1 [Source:MGI Symbol;Acc:MGI:2442862]	0.236850956	0.90793302
ENSMUSG00000006642.3	Tcf23	transcription factor 23 [Source:MGI Symbol;Acc:MGI:1934960]	0.102148373	0.908041613
ENSMUSG00000073413.9	Ly6g6d	lymphocyte antigen 6 complex, locus G6D [Source:MGI Symbol;Acc:MGI:2148931]	0.223218081	0.908063021
ENSMUSG00000040599.13	Mis12	MIS12 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914389]	0.04437103	0.908325766
ENSMUSG00000108283.1	Gm44008	predicted gene, 44008 [Source:MGI Symbol;Acc:MGI:5690400]	-0.202462894	0.908609349
ENSMUSG00000071112.12	Spx	spexin hormone [Source:MGI Symbol;Acc:MGI:2442262]	0.218798379	0.908642356
ENSMUSG00000017670.16	Elmo2	engulfment and cell motility 2 [Source:MGI Symbol;Acc:MGI:2153045]	-0.034451209	0.908673935
ENSMUSG00000022338.6	Eny2	enhancer of yellow 2 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1919286]	-0.033313178	0.908984931
ENSMUSG00000038295.14	Atg9b	autophagy related 9B [Source:MGI Symbol;Acc:MGI:2685420]	-0.124930024	0.909043595
ENSMUSG00000108350.1	Gm44950	predicted gene 44950 [Source:MGI Symbol;Acc:MGI:5753526]	0.056718394	0.909225533
ENSMUSG00000020921.6	Tmem101	transmembrane protein 101 [Source:MGI Symbol;Acc:MGI:1923797]	0.049509333	0.909269901
ENSMUSG00000042369.8	Rbm45	RNA binding motif protein 45 [Source:MGI Symbol;Acc:MGI:2387367]	0.039511718	0.909269901
ENSMUSG00000085741.8	5430405H02Rik	RIKEN cDNA 5430405H02 gene [Source:MGI Symbol;Acc:MGI:1921737]	0.053885666	0.909269901
ENSMUSG00000102644.5	Thap6	THAP domain containing 6 [Source:MGI Symbol;Acc:MGI:1922436]	-0.0500772	0.90930934
ENSMUSG00000103422.1	Gm37536	predicted gene, 37536 [Source:MGI Symbol;Acc:MGI:5610764]	-0.097474962	0.90930934
ENSMUSG00000039801.6	2410089E03Rik	RIKEN cDNA 2410089E03 gene [Source:MGI Symbol;Acc:MGI:1920942]	-0.040048816	0.909484788
ENSMUSG00000087651.3	1500009L16Rik	RIKEN cDNA 1500009L16 gene [Source:MGI Symbol;Acc:MGI:1917034]	-0.08020673	0.90954903
ENSMUSG00000004568.12	Arhgef18	rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]	0.028842845	0.909679911
ENSMUSG00000021707.4	Dhfr	dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890]	0.076108953	0.909679911
ENSMUSG00000046952.8	Gm5815	predicted pseudogene 5815 [Source:MGI Symbol;Acc:MGI:3648184]	0.213614954	0.909679911
ENSMUSG00000090173.8	Fbxw10	F-box and WD-40 domain protein 10 [Source:MGI Symbol;Acc:MGI:3052463]	-0.169710804	0.90977324
ENSMUSG00000033987.16	Dnah17	dynein, axonemal, heavy chain 17 [Source:MGI Symbol;Acc:MGI:1917176]	-0.129810823	0.909854408
ENSMUSG00000091154.2	Proscos	proline synthetase co-transcribed, opposite strand [Source:MGI Symbol;Acc:MGI:3704307]	-0.188572275	0.909990884
ENSMUSG00000082776.3	Gm7061	predicted gene 7061 [Source:MGI Symbol;Acc:MGI:3648315]	0.249886611	0.910171657
ENSMUSG00000030301.17	Ccdc91	coiled-coil domain containing 91 [Source:MGI Symbol;Acc:MGI:1914265]	-0.030889153	0.910197203
ENSMUSG00000106057.1	Gm43560	predicted gene 43560 [Source:MGI Symbol;Acc:MGI:5663697]	-0.120307666	0.910197203
ENSMUSG00000080957.1	Gm15739	predicted gene 15739 [Source:MGI Symbol;Acc:MGI:3783181]	0.102757529	0.91032887
ENSMUSG00000070871.10	Ccnyl1	cyclin Y-like 1 [Source:MGI Symbol;Acc:MGI:2138614]	0.036171106	0.910391438
ENSMUSG00000060579.12	Fhit	fragile histidine triad gene [Source:MGI Symbol;Acc:MGI:1277947]	0.093245254	0.910428529
ENSMUSG00000049285.4	Mblac1	metallo-beta-lactamase domain containing 1 [Source:MGI Symbol;Acc:MGI:2679717]	0.102714517	0.910508487
ENSMUSG00000097098.7	9330111N05Rik	RIKEN cDNA 9330111N05 gene [Source:MGI Symbol;Acc:MGI:2443112]	-0.130810693	0.910508487
ENSMUSG00000107865.1	Gm44417	predicted gene, 44417 [Source:MGI Symbol;Acc:MGI:5690809]	0.202078244	0.910508487
ENSMUSG00000015749.12	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:MGI Symbol;Acc:MGI:1913721]	-0.036643107	0.910576481
ENSMUSG00000111985.1	AC153889.1		0.27480288	0.910576481
ENSMUSG00000107955.1	Gm44027	predicted gene, 44027 [Source:MGI Symbol;Acc:MGI:5690419]	0.087391497	0.9106359
ENSMUSG00000078816.9	Prkcg	protein kinase C, gamma [Source:MGI Symbol;Acc:MGI:97597]	-0.05922351	0.910740843
ENSMUSG00000003812.13	Dnase2a	deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019]	0.043564126	0.910763432
ENSMUSG00000107853.1	Gm18584	predicted gene, 18584 [Source:MGI Symbol;Acc:MGI:5010769]	0.143462613	0.910763432
ENSMUSG00000022634.9	Yaf2	YY1 associated factor 2 [Source:MGI Symbol;Acc:MGI:1914307]	0.033964158	0.910793989
ENSMUSG00000031776.17	Arl2bp	ADP-ribosylation factor-like 2 binding protein [Source:MGI Symbol;Acc:MGI:1349429]	0.039101907	0.910793989
ENSMUSG00000079511.8	Gm42688	predicted gene 42688 [Source:MGI Symbol;Acc:MGI:5662825]	0.125230079	0.910793989
ENSMUSG00000102670.1	Gm37436	predicted gene, 37436 [Source:MGI Symbol;Acc:MGI:5610664]	0.101437646	0.910793989
ENSMUSG00000106287.1	Gm43585	predicted gene 43585 [Source:MGI Symbol;Acc:MGI:5663722]	-0.087265407	0.910793989
ENSMUSG00000113571.1	AC122314.1		-0.106191313	0.910793989
ENSMUSG00000101800.1	Rnf170-ps	ring finger protein 170, pseudogene [Source:MGI Symbol;Acc:MGI:3645710]	0.120643693	0.910835208
ENSMUSG00000020668.10	Kif3c	kinesin family member 3C [Source:MGI Symbol;Acc:MGI:107979]	0.06167233	0.910894073
ENSMUSG00000082487.1	Gm11628	predicted gene 11628 [Source:MGI Symbol;Acc:MGI:3651276]	0.160002232	0.911018876
ENSMUSG00000024761.2	Gm16437	predicted pseudogene 16437 [Source:MGI Symbol;Acc:MGI:3644508]	-0.076866269	0.911449707
ENSMUSG00000026339.18	Ccdc93	coiled-coil domain containing 93 [Source:MGI Symbol;Acc:MGI:1918079]	-0.026942361	0.911449707
ENSMUSG00000031065.14	Cdk16	cyclin-dependent kinase 16 [Source:MGI Symbol;Acc:MGI:97516]	-0.023171021	0.911449707
ENSMUSG00000067931.5	Zfp948	zinc finger protein 948 [Source:MGI Symbol;Acc:MGI:3040683]	0.039964747	0.911449707
ENSMUSG00000081152.1	Gm12430	predicted gene 12430 [Source:MGI Symbol;Acc:MGI:3651061]	-0.199006047	0.911449707
ENSMUSG00000110105.1	Gm45844	predicted gene 45844 [Source:MGI Symbol;Acc:MGI:5804959]	0.106352538	0.911449707
ENSMUSG00000047515.8	BC049715	cDNA sequence BC049715 [Source:MGI Symbol;Acc:MGI:3605234]	-0.108343509	0.911695111
ENSMUSG00000057093.14	Zfp607b	zinc finger protein 607B [Source:MGI Symbol;Acc:MGI:2148237]	-0.08666761	0.911695111
ENSMUSG00000085862.1	Gm13483	predicted gene 13483 [Source:MGI Symbol;Acc:MGI:3651423]	0.112394944	0.911695111
ENSMUSG00000031903.7	Pla2g15	phospholipase A2, group XV [Source:MGI Symbol;Acc:MGI:2178076]	0.04396235	0.911769972
ENSMUSG00000108095.1	Gm44067	predicted gene, 44067 [Source:MGI Symbol;Acc:MGI:5690459]	0.224401151	0.911769972
ENSMUSG00000110840.1	AC134607.1		0.113170628	0.911769972
ENSMUSG00000110499.1	Gm45873	predicted gene 45873 [Source:MGI Symbol;Acc:MGI:5804988]	0.12929328	0.911885594
ENSMUSG00000106818.1	Gm43790	predicted gene 43790 [Source:MGI Symbol;Acc:MGI:5663927]	0.05936175	0.912161674
ENSMUSG00000031982.5	Arv1	ARV1 homolog, fatty acid homeostasis modulator [Source:MGI Symbol;Acc:MGI:1916115]	-0.060287346	0.912234952
ENSMUSG00000104696.1	Gm42946	predicted gene 42946 [Source:MGI Symbol;Acc:MGI:5663083]	-0.146130064	0.912234952
ENSMUSG00000006611.14	Hfe	hemochromatosis [Source:MGI Symbol;Acc:MGI:109191]	-0.048407793	0.91234083
ENSMUSG00000058407.12	Txndc9	thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]	0.03264904	0.912514272
ENSMUSG00000024350.5	Dnajc18	DnaJ heat shock protein family (Hsp40) member C18 [Source:MGI Symbol;Acc:MGI:1923844]	-0.026616043	0.912516787
ENSMUSG00000043671.14	Dpy19l3	dpy-19-like 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:2443952]	0.062876019	0.912516787
ENSMUSG00000047953.6	Gp5	glycoprotein 5 (platelet) [Source:MGI Symbol;Acc:MGI:1096363]	-0.182290049	0.912516787
ENSMUSG00000049305.6	Ccdc71	coiled-coil domain containing 71 [Source:MGI Symbol;Acc:MGI:1919704]	-0.03525992	0.912516787
ENSMUSG00000071669.14	Snx29	sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728]	-0.035681171	0.912516787
ENSMUSG00000038374.10	Rbm8a	RNA binding motif protein 8a [Source:MGI Symbol;Acc:MGI:1913129]	0.034220492	0.912559628
ENSMUSG00000083953.1	Gm14049	predicted gene 14049 [Source:MGI Symbol;Acc:MGI:3650777]	-0.147402944	0.912559628
ENSMUSG00000035394.11	Cfap53	cilia and flagella associated protein 53 [Source:MGI Symbol;Acc:MGI:1921703]	-0.165686361	0.912595684
ENSMUSG00000049882.9	Vcpkmt	valosin containing protein lysine (K) methyltransferase [Source:MGI Symbol;Acc:MGI:2684917]	-0.077237368	0.912595684
ENSMUSG00000077714.1	Snord17	small nucleolar RNA, C/D box 17 [Source:MGI Symbol;Acc:MGI:3819523]	-0.038225276	0.91262109
ENSMUSG00000097890.2	4930547M16Rik	RIKEN cDNA 4930547M16 gene [Source:MGI Symbol;Acc:MGI:1922549]	-0.216934103	0.91262109
ENSMUSG00000111539.1	AC127596.2		0.103944983	0.91266103
ENSMUSG00000047832.9	Cdca4	cell division cycle associated 4 [Source:MGI Symbol;Acc:MGI:1919213]	0.054678288	0.912759445
ENSMUSG00000052962.3	Mrpl35	mitochondrial ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913473]	0.043148849	0.912759445
ENSMUSG00000110087.1	Gm45309	predicted gene 45309 [Source:MGI Symbol;Acc:MGI:5791145]	0.110842748	0.912832254
ENSMUSG00000020956.14	Dtd2	D-tyrosyl-tRNA deacylase 2 [Source:MGI Symbol;Acc:MGI:1923485]	0.05066181	0.912925516
ENSMUSG00000030655.15	Smg1	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [Source:MGI Symbol;Acc:MGI:1919742]	-0.034702584	0.912925516
ENSMUSG00000039159.16	Ube2h	ubiquitin-conjugating enzyme E2H [Source:MGI Symbol;Acc:MGI:104632]	0.034569101	0.913167336
ENSMUSG00000111063.1	AC125374.1		-0.105226371	0.91324064
ENSMUSG00000031355.16	Arhgap6	Rho GTPase activating protein 6 [Source:MGI Symbol;Acc:MGI:1196332]	0.039679863	0.913266672
ENSMUSG00000073752.1	Gm10570	predicted gene 10570 [Source:MGI Symbol;Acc:MGI:3642427]	0.188313351	0.913266672
ENSMUSG00000093793.1	Gm24091	predicted gene, 24091 [Source:MGI Symbol;Acc:MGI:5453868]	0.215513533	0.913266672
ENSMUSG00000089313.2	Gm23182	predicted gene, 23182 [Source:MGI Symbol;Acc:MGI:5452959]	-0.166986085	0.913307407
ENSMUSG00000026820.5	Ptges2	prostaglandin E synthase 2 [Source:MGI Symbol;Acc:MGI:1917592]	-0.03726651	0.91332173
ENSMUSG00000089447.1	Gm22532	predicted gene, 22532 [Source:MGI Symbol;Acc:MGI:5452309]	0.135899825	0.913489017
ENSMUSG00000024691.13	Fam111a	family with sequence similarity 111, member A [Source:MGI Symbol;Acc:MGI:1915508]	-0.058533544	0.913776075
ENSMUSG00000028642.7	Tmem269	transmembrane protein 269 [Source:MGI Symbol;Acc:MGI:1922430]	0.195214513	0.913776075
ENSMUSG00000065336.1	Snora34	small nucleolar RNA, H/ACA box 34 [Source:MGI Symbol;Acc:MGI:3819502]	0.197607505	0.913776075
ENSMUSG00000101438.1	Gm19412	predicted gene, 19412 [Source:MGI Symbol;Acc:MGI:5011597]	0.224951932	0.913776075
ENSMUSG00000083856.1	Gm13886	predicted gene 13886 [Source:MGI Symbol;Acc:MGI:3649359]	-0.193051794	0.913844094
ENSMUSG00000035126.19	Wdr78	WD repeat domain 78 [Source:MGI Symbol;Acc:MGI:2385328]	0.084424724	0.913886295
ENSMUSG00000018378.13	Cuedc1	CUE domain containing 1 [Source:MGI Symbol;Acc:MGI:2144281]	0.037518871	0.914052067
ENSMUSG00000055320.17	Tead1	TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]	0.044084347	0.914052067
ENSMUSG00000107747.1	Gm5881	predicted gene 5881 [Source:MGI Symbol;Acc:MGI:3779532]	0.125789821	0.914052067
ENSMUSG00000113856.1	AC165247.1		-0.216599757	0.914052067
ENSMUSG00000029390.13	Tmed2	transmembrane p24 trafficking protein 2 [Source:MGI Symbol;Acc:MGI:1929269]	0.025500446	0.914136929
ENSMUSG00000107195.1	4930589O11Rik	RIKEN cDNA 4930589O11 gene [Source:MGI Symbol;Acc:MGI:1925464]	-0.138818927	0.914345147
ENSMUSG00000074553.3	Eif1-ps1	eukaryotic translation initiation factor 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3642383]	-0.17239287	0.914373453
ENSMUSG00000021264.12	Yy1	YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]	-0.027706775	0.914440061
ENSMUSG00000029625.16	Cpsf4	cleavage and polyadenylation specific factor 4 [Source:MGI Symbol;Acc:MGI:1861602]	0.038830184	0.914440061
ENSMUSG00000099041.1	Gm28035	predicted gene, 28035 [Source:MGI Symbol;Acc:MGI:5547771]	-0.211079314	0.914440061
ENSMUSG00000073616.10	Cops9	COP9 signalosome subunit 9 [Source:MGI Symbol;Acc:MGI:1914165]	0.045335911	0.914484161
ENSMUSG00000032570.17	Atp2c1	ATPase, Ca++-sequestering [Source:MGI Symbol;Acc:MGI:1889008]	-0.027959174	0.914523113
ENSMUSG00000038604.9	Fam65a	family with sequence similarity 65, member A [Source:MGI Symbol;Acc:MGI:1922937]	0.042049168	0.914523113
ENSMUSG00000041670.16	Rims1	regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]	0.30349919	0.914523113
